ma_number	concept_id	concept_name	concept_code	mapping_type	ema_active_substance	pdf_strength	pdf_pharmaceutical_form	pdf_route_of_administration	pdf_packaging	pdf_content	pdf_pack_size	pdf_product_name	ema_name_of_medicine	ema_product_number	ema_atc_code	comment	suggestion	last_updated_date
EU/1/11/702/016	711589	levetiracetam 500 MG Oral Tablet	311289	EXACT	levetiracetam	500 mg	Film-coated tablet	Oral use	blister (PVC/alu)		120 (2 x 60) tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/017	711589	levetiracetam 500 MG Oral Tablet	311289	EXACT	levetiracetam	500 mg	Film-coated tablet	Oral use	blister (PVC/alu)		200 (2 x 100) tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/018	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		20 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/019	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		30 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/020	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		50 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/021	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		60 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/022	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		80 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/023	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		100 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/024	19078781	levetiracetam 750 MG Oral Tablet	311290	EXACT	levetiracetam	750 mg	Film-coated tablet	Oral use	blister (PVC/alu)		200 (2 x 100) tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/025	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		10 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/026	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		20 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/027	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		30 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/028	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		50 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/029	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		60 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/030	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		100 tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/11/702/031	19101553	levetiracetam 1000 MG Oral Tablet	387003	EXACT	levetiracetam	1000 mg	Film-coated tablet	Oral use	blister (PVC/alu)		200 (2 x 100) tablets	levetiracetam-ratiopharm	Levetiracetam ratiopharm	EMEA/H/C/002244	N03AX14			2025-12-04
EU/1/12/803/001	1302331	22000 MG anacaulase-bcdb 0.088 MG/MG Topical Gel [Nexobrid]	2626754	EXACT	proteolytic enzymes enriched in bromelain	2 g	Powder and gel for gel	Cutaneous use	powder: vial (glass); gel: bottle (glass)	powder: 2g gel: 20 g	1 vial + 1 bottle	nexobrid	NexoBrid	EMEA/H/C/002246	D03BA03			2025-12-04
EU/1/12/803/002	1302333	55000 MG anacaulase-bcdb 0.088 MG/MG Topical Gel [Nexobrid]	2626758	EXACT	proteolytic enzymes enriched in bromelain	5 g	Powder and gel for gel	Cutaneous use	powder: vial (glass); gel: bottle (glass)	powder: 5 g gel: 50 g	1 vial + 1 bottle	nexobrid	NexoBrid	EMEA/H/C/002246	D03BA03			2025-12-04
EU/1/12/785/001	40230605	ceftaroline fosamil 600 MG Injection	1040014	EXACT	ceftaroline fosamil	600mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)	10 vials		zinforo	Zinforo	EMEA/H/C/002252	J01DI02			2025-12-04
EU/1/10/650/001	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		28 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/002	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		30 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/003	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		50 tablet	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/004	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		56 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/005	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		84 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/006	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		90 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/007	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		100 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/008	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		28 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/009	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		28 x 1 tablets (calendar pack)	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/010	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		30 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/011	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		50 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/012	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		56 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/013	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		84 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/014	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		90 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/650/015	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/al/PVC/al)		100 x 1 tablets	Clopidogrel Teva Generics B.V.	Clopidogrel Teva Generics B.V.	EMEA/H/C/002254	B01AC04			2025-12-04
EU/1/10/651/001	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	28 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/002	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	30 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/003	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	50 tablet		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/004	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	56 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/005	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	84 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/006	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	90 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/007	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	100 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/008	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	28 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/009	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	28 x 1 tablets (calendar pack)		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/010	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	30 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/011	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	50 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/012	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	56 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/013	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	84 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/014	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	90 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/10/651/015	19075601	clopidogrel 75 MG Oral Tablet	309362	EXACT	clopidogrel (as hydrochloride)	75 mg	Film-coated tablet	Oral use	blister (OPA/Al/PVC - Al)	100 x 1 tablets		clopidogrel-hcs	Clopidogrel HCS	EMEA/H/C/002255	B01AC04			2025-12-04
EU/1/11/744/001	36249274	topotecan Injection	1799415	BROAD	topotecan hydrochloride	3 mg/ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	1 ml	1 vial	Topotecan Eagle	Topotecan Eagle	EMEA/H/C/002261	L01CE01	3 mg/ml concentrate (3 mg total); no RxNorm concept for this concentration/dose		2026-02-12
EU/1/11/744/002	36249274	topotecan Injection	1799415	BROAD	topotecan hydrochloride	15 mg/5 ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	5 ml	1 vial	Topotecan Eagle	Topotecan Eagle	EMEA/H/C/002261	L01CE01	3 mg/ml concentrate (15 mg total); no RxNorm concept for this concentration/dose		2026-02-12
EU/1/11/736/001	40238933	rilpivirine 25 MG Oral Tablet [Edurant]	1102277	EXACT	rilpivirine hydrochloride	25 mg	Film-coated tablet	Oral use	bottle (HDPE)	30 tablets		edurant	Edurant	EMEA/H/C/002264	J05AG05			2025-12-04
EU/1/11/736/002	42609477	rilpivirine 2.5 MG Tablet for Oral Suspension [Edurant]	2678248	EXACT	rilpivirine hydrochloride	2.5 mg	Dispersible tablet	Oral use	blister (PA/alu/PVC/PE/desicc ant-paper/PET/alu/PE)	90 x 1 tablets (unit dose)		edurant	Edurant	EMEA/H/C/002264	J05AG05			2025-12-04
EU/1/11/709/001	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	2.5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	0.5 ml	4 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/002	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	1 ml	4 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/003	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	7.5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	1.5 ml	4 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/004	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	10 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	2 ml	4 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/005	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	2.5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	0.5 ml	2 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/006	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	1 ml	2 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/007	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	7.5 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	1.5 ml	2 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/709/008	21032731	Midazolam 5 MG/ML Oral Solution [Buccolam]	OMOP362310	EXACT	midazolam	10 mg	Oromucosal solution	Oromucosal use	pre-filled syringe (polypropylene)	2 ml	2 pre-filled syringes	buccolam	Buccolam	EMEA/H/C/002267	N05CD08			2025-12-04
EU/1/11/718/001	19076175	2 ML dexmedetomidine 0.1 MG/ML Injection	309710	EXACT	Dexmedetomidine hydrochloride	100 micrograms/ml	Concentrate for solution for infusion	Intravenous use	ampoule (glass)	2 ml	5 ampoules	Dexdor	Dexdor	EMEA/H/C/002268	N05CM18			2025-12-04
EU/1/11/718/002	19076175	2 ML dexmedetomidine 0.1 MG/ML Injection	309710	EXACT	Dexmedetomidine hydrochloride	100 micrograms/ml	Concentrate for solution for infusion	Intravenous use	ampoule (glass)	2 ml	25 ampoules	Dexdor	Dexdor	EMEA/H/C/002268	N05CM18			2025-12-04
EU/1/11/718/004	44818165	dexmedetomidine hydrochloride 0.1 MG/ML Injectable Solution	1535224	EXACT	Dexmedetomidine hydrochloride	100 micrograms/ml	Concentrate for solution for infusion	Intravenous use	vial (glass) closed by a grey bromobutyl rubber stopper with fluoropolymer coating omniflex plus	4 ml	4 vials	Dexdor	Dexdor	EMEA/H/C/002268	N05CM18			2025-12-04
EU/1/11/718/006	44818165	dexmedetomidine hydrochloride 0.1 MG/ML Injectable Solution	1535224	EXACT	Dexmedetomidine hydrochloride	100 micrograms/ml	Concentrate for solution for infusion	Intravenous use	vial (glass) closed by a grey bromobutyl rubber stopper with fluoropolymer coating omniflex plus	10 ml	4 vials	Dexdor	Dexdor	EMEA/H/C/002268	N05CM18			2025-12-04
EU/1/11/718/007	19076175	2 ML dexmedetomidine 0.1 MG/ML Injection	309710	EXACT	Dexmedetomidine hydrochloride	100 micrograms/ml	Concentrate for solution for infusion	Intravenous use	vial (glass) closed by a grey bromobutyl rubber stopper with fluoropolymer coating omniflex plus	2 ml	5 vials	Dexdor	Dexdor	EMEA/H/C/002268	N05CM18			2025-12-04
EU/1/10/657/001	1735402	influenza A virus (H5N1) antigen Prefilled Syringe	2694007	BROAD	influenza virus surface antigens (haemagglutinin and neuraminidase) of strain A/Viet Nam/1194/2004 (H5N1)	7.5 µg	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	1 pre-filled syringe	prepandemic-influenza-vaccine-h5n1-surface-antigen-inactivated-adjuvanted-novartis-vaccines-diagnostics	Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics	EMEA/H/C/002269	J07BB02		0.5 ML influenza A virus A/Viet Nam/1194/2004 (H5N1) antigen 0.015 MG/ML Prefilled Syringe [Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics]	2026-03-16
EU/1/10/657/002	1735402	influenza A virus (H5N1) antigen Prefilled Syringe	2694007	BROAD	influenza virus surface antigens (haemagglutinin and neuraminidase) of strain A/Viet Nam/1194/2004 (H5N1)	7.5 µg	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes	prepandemic-influenza-vaccine-h5n1-surface-antigen-inactivated-adjuvanted-novartis-vaccines-diagnostics	Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics	EMEA/H/C/002269	J07BB02		0.5 ML influenza A virus A/Viet Nam/1194/2004 (H5N1) antigen 0.015 MG/ML Prefilled Syringe [Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics]	2026-03-16
EU/1/14/942/001	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/002	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/003	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 75 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/004	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 75 mg	Film-coated tablet	Oral use	bottle (HDPE)		30 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/005	2933807	aspirin 75 MG / clopidogrel 75 MG Oral Tablet	OMOP5150559	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 75 mg	Film-coated tablet	Oral use	bottle (HDPE) multi-layer		30 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
EU/1/14/942/006	43265705	Aspirin 100 MG / clopidogrel 75 MG Oral Tablet	OMOP553501	EXACT	clopidogrel;acetylsalicylic acid	75 mg / 100 mg	Film-coated tablet	Oral use	blister (alu/alu)		10 tablets	Clopidogrel / acetylsalicylic acid Teva	Clopidogrel/Acetylsalicylic acid Teva	EMEA/H/C/002272	B01AC30	RxNorm Extension concept	 	2026-02-13
